NewNameID,Description,Parm.Code,Result.Type,Analysis.Type,Sample.Unit.Group,Sample.Unit,CAS
824 - Chlorogloea,"Common name: none, EMS Code(s): CHLOR, EMS Name(s): Chlorogloea",CHLOR,Numeric,Biological,Count,,
82696 - Arthropoda,"Common name: arthropods, none, EMS Code(s): ARTHRO, UIDART, EMS Name(s): Arthropoda, UID Arthropod","ARTHRO, UIDART",Numeric,Biological,Count,,
82697 - Chelicerata,"Common name: none, EMS Code(s): CHELIC, EMS Name(s): Chelicerata",CHELIC,Numeric,Biological,Count,,
82708 - Arachnida,"Common name: arachnids, EMS Code(s): ACARIN, ARACH, EMS Name(s): Acarina, Arachnida","ACARIN, ARACH",Numeric,Biological,Count,,
82732 - Araneae,"Common name: spiders, EMS Code(s): ARANEA, EMS Name(s): Araneae",ARANEA,Numeric,Biological,Count,,
8276 - Arthrodesmus,"Common name: none, EMS Code(s): ARTHR, EMS Name(s): Arthrodesmus",ARTHR,Numeric,Biological,Count,,
82760 - Mesostigmata,"Common name: none, EMS Code(s): MESOST, EMS Name(s): Mesostigmata",MESOST,Numeric,Biological,Count,,
82769 - Trombidiformes,"Common name: none, EMS Code(s): TROMBI, EMS Name(s): Trombidiformes",TROMBI,Numeric,Biological,Count,,
82770 - Prostigmata,"Common name: none, EMS Code(s): PROSTA, PROSTI, EMS Name(s): Prostigmata, Prostigmata UID","PROSTA, PROSTI",Numeric,Biological,Count,,
82771 - Halacaridae,"Common name: none, EMS Code(s): HALACA, EMS Name(s): Halacaridae",HALACA,Numeric,Biological,Count,,
82864 - Arrenurus,"Common name: none, EMS Code(s): ARRENG, EMS Name(s): Arrenurus",ARRENG,Numeric,Biological,Count,,
82973 - Aturidae,"Common name: none, EMS Code(s): ATURID, EMS Name(s): Aturidae",ATURID,Numeric,Biological,Count,,
82974 - Aturus,"Common name: none, EMS Code(s): ATURUS, EMS Name(s): Aturus",ATURUS,Numeric,Biological,Count,,
83006 - Sperchon,"Common name: none, EMS Code(s): SPERC, EMS Name(s): Sperchon",SPERC,Numeric,Biological,Count,,
8302 - Arthrodesmus incus,"Common name: none, EMS Code(s): ARTH.I, EMS Name(s): Arthrodesmus incus",ARTH.I,Numeric,Biological,Count,,
83029 - Sperchonopsis,"Common name: none, EMS Code(s): SPESIS, EMS Name(s): Sperchonopsis",SPESIS,Numeric,Biological,Count,,
83033 - Lebertiidae,"Common name: none, EMS Code(s): LEBERT, EMS Name(s): Lebertiidae",LEBERT,Numeric,Biological,Count,,
83034 - Lebertia,"Common name: none, EMS Code(s): LEBTIA, EMS Name(s): Lebertia",LEBTIA,Numeric,Biological,Count,,
83051 - Limnesia,"Common name: none, EMS Code(s): LIMSIA, EMS Name(s): Limnesia",LIMSIA,Numeric,Biological,Count,,
83073 - Unionicola,"Common name: none, EMS Code(s): UNION, EMS Name(s): Unionicola",UNION,Numeric,Biological,Count,,
8313 - Xanthidium,"Common name: none, EMS Code(s): XANTHI, EMS Name(s): Xanthidium",XANTHI,Numeric,Biological,Count,,
83170 - Protzia,"Common name: none, EMS Code(s): PROTZA, EMS Name(s): Protzia",PROTZA,Numeric,Biological,Count,,
83172 - Wandesia,"Common name: none, EMS Code(s): WANDES, EMS Name(s): Wandesia",WANDES,Numeric,Biological,Count,,
83212 - Hydryphantidae,"Common name: none, EMS Code(s): HYDRYP, PROTZI, EMS Name(s): Hydryphantidae, Protziidae","HYDRYP, PROTZI",Numeric,Biological,Count,,
83225 - Hydrodroma,"Common name: none, EMS Code(s): HYDROD, EMS Name(s): Hydrodroma",HYDROD,Numeric,Biological,Count,,
83240 - Frontipoda,"Common name: none, EMS Code(s): FRONTI, EMS Name(s): Frontipoda",FRONTI,Numeric,Biological,Count,,
83244 - Oxus,"Common name: none, EMS Code(s): OXUS, EMS Name(s): Oxus",OXUS,Numeric,Biological,Count,,
83249 - Torrenticolidae,"Common name: none, EMS Code(s): TORREN, EMS Name(s): Torrenticolidae",TORREN,Numeric,Biological,Count,,
83250 - Testudacarus,"Common name: none, EMS Code(s): TESDAC, EMS Name(s): Testudacarus",TESDAC,Numeric,Biological,Count,,
83254 - Torrenticola,"Common name: none, EMS Code(s): TOROLA, EMS Name(s): Torrenticola",TOROLA,Numeric,Biological,Count,,
83281 - Hygrobatidae,"Common name: none, EMS Code(s): HYGROB, EMS Name(s): Hygrobatidae",HYGROB,Numeric,Biological,Count,,
83282 - Atractides,"Common name: none, EMS Code(s): ATRACT, EMS Name(s): Atractides",ATRACT,Numeric,Biological,Count,,
83297 - Hygrobates,"Common name: none, EMS Code(s): HYGRO, EMS Name(s): Hygrobates",HYGRO,Numeric,Biological,Count,,
83313 - Feltriidae,"Common name: none, EMS Code(s): FELTRI, EMS Name(s): Feltriidae",FELTRI,Numeric,Biological,Count,,
83314 - Feltria,"Common name: none, EMS Code(s): FELTR, EMS Name(s): Feltria",FELTR,Numeric,Biological,Count,,
83331 - Forelia,"Common name: none, EMS Code(s): FORELI, EMS Name(s): Forelia",FORELI,Numeric,Biological,Count,,
83350 - Piona,"Common name: none, EMS Code(s): PIONA, EMS Name(s): Piona",PIONA,Numeric,Biological,Count,,
83444 - Brachypoda,"Common name: none, EMS Code(s): BRACHP, EMS Name(s): Brachypoda",BRACHP,Numeric,Biological,Count,,
83449 - Ljania,"Common name: none, EMS Code(s): LJANIA, EMS Name(s): Ljania",LJANIA,Numeric,Biological,Count,,
83458 - Estellacarus unguitarsus,"Common name: none, EMS Code(s): E.UNGU, EMS Name(s): Estellacarus unguitarsus",E.UNGU,Numeric,Biological,Count,,
83471 - Stygomomonia,"Common name: none, EMS Code(s): STYMOM, STYBIU, EMS Name(s): Stygomomonia, Stygothrombium","STYMOM, STYBIU",Numeric,Biological,Count,,
83476 - Mideopsidae,"Common name: none, EMS Code(s): MIDEOP, EMS Name(s): Mideopsidae",MIDEOP,Numeric,Biological,Count,,
83479 - Mideopsis,"Common name: none, EMS Code(s): MIDEPS, EMS Name(s): Mideopsis",MIDEPS,Numeric,Biological,Count,,
83508 - Acalyptonotus,"Common name: none, EMS Code(s): ACALYT, EMS Name(s): Acalyptonotus",ACALYT,Numeric,Biological,Count,,
83538 - Sarcoptiformes,"Common name: none, EMS Code(s): SARCOP, EMS Name(s): Sarcoptiformes",SARCOP,Numeric,Biological,Count,,
8358 - Micrasterias,"Common name: none, EMS Code(s): MICRAT, EMS Name(s): Micrasterias",MICRAT,Numeric,Biological,Count,,
83677 - Crustacea,"Common name: crustaceans, EMS Code(s): CRUSTA, EMS Name(s): Crustacea",CRUSTA,Numeric,Biological,Count,,
83718 - Chirocephalidae,"Common name: none, EMS Code(s): , PISDAE, POLYAR, EMS Name(s): , Pisidiidae, Polyartemiidae",", PISDAE, POLYAR",Numeric,Biological,Count,,
83787 - Limnadiidae,"Common name: none, EMS Code(s): LIMNAE, EMS Name(s): Limnaeidae",LIMNAE,Numeric,Biological,Count,,
838 - Chamaesiphonales,"Common name: none, EMS Code(s): CHAMAE, EMS Name(s): Chamaesiphonales",CHAMAE,Numeric,Biological,Count,,
83834 - Sididae,"Common name: none, EMS Code(s): SIDIDA, EMS Name(s): Sididae",SIDIDA,Numeric,Biological,Count,,
83837 - Diaphanosoma,"Common name: none, EMS Code(s): DIAPHA, EMS Name(s): Diaphanosoma",DIAPHA,Numeric,Biological,Count,,
83838 - Diaphanosoma brachyurum,"Common name: none, EMS Code(s): D.BRAC, EMS Name(s): Diaphanosoma brachyurum",D.BRAC,Numeric,Biological,Count,,
83840 - Diaphanosoma birgei,"Common name: none, EMS Code(s): D.BIRG, EMS Name(s): Diaphanosoma birgei",D.BIRG,Numeric,Biological,Count,,
83863 - Sida crystallina,"Common name: none, EMS Code(s): S.CRYS, EMS Name(s): Sida crystallina",S.CRYS,Numeric,Biological,Count,,
83872 - Daphniidae,"Common name: none, EMS Code(s): DAPHNI, EMS Name(s): Daphniidae",DAPHNI,Numeric,Biological,Count,,
83873 - Daphnia,"Common name: none, EMS Code(s): DAPHN, D.AM/R, D.PU/P, D.ROGM, DIAPHN, EMS Name(s): Daphnia, Daphnia ambigua/rosea, Daphnia pulex/pulicaria, Daphnia rosea/galeata mendotae, Diaphnia","DAPHN, D.AM/R, D.PU/P, D.ROGM, DIAPHN",Numeric,Biological,Count,,
83874 - Daphnia pulex,"Common name: none, EMS Code(s): D.PULE, EMS Name(s): Daphnia pulex",D.PULE,Numeric,Biological,Count,,
83876 - Daphnia galeata,"Common name: none, EMS Code(s): D.GALA, EMS Name(s): Daphnia galeata",D.GALA,Numeric,Biological,Count,,
83877 - Daphnia galeata mendotae,"Common name: none, EMS Code(s): D.GALE, EMS Name(s): Daphnia galeata mendotae",D.GALE,Numeric,Biological,Count,,
83885 - Daphnia pulicaria,"Common name: none, EMS Code(s): D.PULI, EMS Name(s): Daphnia pulicaria",D.PULI,Numeric,Biological,Count,,
83887 - Daphnia longiremis,"Common name: none, EMS Code(s): D.LONG, EMS Name(s): Daphnia longiremis",D.LONG,Numeric,Biological,Count,,
83888 - Daphnia ambigua,"Common name: none, EMS Code(s): D.AMBI, EMS Name(s): Daphnia ambigua",D.AMBI,Numeric,Biological,Count,,
83891 - Daphnia rosea,"Common name: none, EMS Code(s): D.ROSE, EMS Name(s): Daphnia rosea",D.ROSE,Numeric,Biological,Count,,
83896 - Daphnia thorata,"Common name: none, EMS Code(s): D.THOR, EMS Name(s): Daphnia thorata",D.THOR,Numeric,Biological,Count,,
83902 - Simocephalus vetulus,"Common name: none, EMS Code(s): S.VETU, EMS Name(s): Simocephalus vetulus",S.VETU,Numeric,Biological,Count,,
83905 - Ceriodaphnia,"Common name: none, EMS Code(s): CERIOD, EMS Name(s): Ceriodaphnia",CERIOD,Numeric,Biological,Count,,
83906 - Ceriodaphnia reticulata,"Common name: none, EMS Code(s): C.RETI, EMS Name(s): Ceriodaphnia reticulata",C.RETI,Numeric,Biological,Count,,
83912 - Ceriodaphnia dubia,"Common name: none, EMS Code(s): C.DUBI, EMS Name(s): Ceriodaphnia dubia",C.DUBI,Numeric,Biological,Count,,
83917 - Ceriodaphnia acanthina,"Common name: none, EMS Code(s): CERIOA, EMS Name(s): Ceriodaphnia acanthina",CERIOA,Numeric,Biological,Count,,
83920 - Scapholeberis,"Common name: none, EMS Code(s): SCAPHO, EMS Name(s): Scapholeberis",SCAPHO,Numeric,Biological,Count,,
83935 - Bosminidae,"Common name: none, EMS Code(s): BOSMIN, EMS Name(s): Bosminidae",BOSMIN,Numeric,Biological,Count,,
83936 - Bosmina,"Common name: none, EMS Code(s): BOSMI, EMS Name(s): Bosmina",BOSMI,Numeric,Biological,Count,,
83938 - Bosmina longirostris,"Common name: none, EMS Code(s): B.LONG, EMS Name(s): Bosmina longirostris",B.LONG,Numeric,Biological,Count,,
83957 - Holopedium gibberum,"Common name: none, EMS Code(s): H.GIBB, EMS Name(s): Holopedium gibberum",H.GIBB,Numeric,Biological,Count,,
83968 - Polyphemus,"Common name: none, EMS Code(s): POLPHE, EMS Name(s): Polyphemus",POLPHE,Numeric,Biological,Count,,
83969 - Polyphemus pediculus,"Common name: none, EMS Code(s): P.PEDI, EMS Name(s): Polyphemus pediculus",P.PEDI,Numeric,Biological,Count,,
83971 - Leptodora,"Common name: none, EMS Code(s): LEPTO, EMS Name(s): Leptodora",LEPTO,Numeric,Biological,Count,,
83972 - Leptodora kindtii,"Common name: none, EMS Code(s): L.KIN, EMS Name(s): Leptodora kindti",L.KIN,Numeric,Biological,Count,,
83973 - Chydoridae,"Common name: none, EMS Code(s): CHYDOR, UIDCHY, EMS Name(s): Chydoridae, UID Chydoridae","CHYDOR, UIDCHY",Numeric,Biological,Count,,
83974 - Alona,"Common name: none, EMS Code(s): ALONA, EMS Name(s): Alona",ALONA,Numeric,Biological,Count,,
83992 - Chydorus,"Common name: none, EMS Code(s): CHYDO, EMS Name(s): Chydorus",CHYDO,Numeric,Biological,Count,,
83993 - Chydorus sphaericus,"Common name: none, EMS Code(s): C.SPHA, EMS Name(s): Chydorus sphaericus",C.SPHA,Numeric,Biological,Count,,
84016 - Eurycercus,"Common name: none, EMS Code(s): EURYCE, EMS Name(s): Eurycercus",EURYCE,Numeric,Biological,Count,,
84022 - Acroperus,"Common name: none, EMS Code(s): ACROPE, EMS Name(s): Acroperus",ACROPE,Numeric,Biological,Count,,
84023 - Acroperus harpae,"Common name: none, EMS Code(s): A.HARP, EMS Name(s): Acroperus harpae",A.HARP,Numeric,Biological,Count,,
84033 - Alonella,"Common name: none, EMS Code(s): ALONEL, EMS Name(s): Alonella",ALONEL,Numeric,Biological,Count,,
84077 - Graptoleberis testudinaria,"Common name: none, EMS Code(s): GRAP, EMS Name(s): Graptoleberis testudinaria",GRAP,Numeric,Biological,Count,,
84116 - Macrothricidae,"Common name: none, EMS Code(s): MACROT, EMS Name(s): Macrothricidae",MACROT,Numeric,Biological,Count,,
84132 - Ilyocryptus,"Common name: none, EMS Code(s): ILYOCR, EMS Name(s): Ilyocryptus",ILYOCR,Numeric,Biological,Count,,
84195 - Ostracoda,"Common name: ostracods, EMS Code(s): OSTRAC, EMS Name(s): Ostracoda",OSTRAC,Numeric,Biological,Count,,
844 - Stichosiphon,"Common name: none, EMS Code(s): STICHO, EMS Name(s): Stichosiphon",STICHO,Numeric,Biological,Count,,
846605 - Boraginales,"Common name: none, EMS Code(s): BOREOC, EMS Name(s): Boreoclus",BOREOC,Numeric,Biological,Count,,
8468 - Spondylosium,"Common name: none, EMS Code(s): SPONDY, EMS Name(s): Spondylosium",SPONDY,Numeric,Biological,Count,,
847 - Chamaesiphon,"Common name: none, EMS Code(s): CHAMA, EMS Name(s): Chamaesiphon",CHAMA,Numeric,Biological,Count,,
8472 - Spondylosium planum,"Common name: none, EMS Code(s): S.PLAN, EMS Name(s): Spondylosium planum",S.PLAN,Numeric,Biological,Count,,
848653 - Leptothrix,"Common name: none, EMS Code(s): LEPTOT, EMS Name(s): Leptothrix",LEPTOT,Numeric,Biological,Count,,
8499 - Penium,"Common name: none, EMS Code(s): PENIUM, EMS Name(s): Penium",PENIUM,Numeric,Biological,Count,,
85132 - Candona,"Common name: none, EMS Code(s): CANDON, EMS Name(s): Candona",CANDON,Numeric,Biological,Count,,
8525 - Euastrum,"Common name: none, EMS Code(s): EUASTR, EMS Name(s): Euastrum",EUASTR,Numeric,Biological,Count,,
85257 - Copepoda,"Common name: copepods, EMS Code(s): COPEPO, EMS Name(s): Copepoda",COPEPO,Numeric,Biological,Count,,
85258 - Calanoida,"Common name: none, EMS Code(s): CALANO, UID CA, EMS Name(s): Calanoida, UID Calanoida","CALANO, UID CA",Numeric,Biological,Count,,
85375 - Senecella calanoides,"Common name: none, EMS Code(s): SENECA, EMS Name(s): Senecella calanoides",SENECA,Numeric,Biological,Count,,
85779 - Diaptomidae,"Common name: none, EMS Code(s): DIAPTO, UIDDIA, EMS Name(s): Diaptomidae, UID Diaptomidae","DIAPTO, UIDDIA",Numeric,Biological,Count,,
85780 - Diaptomus,"Common name: none, EMS Code(s): DIAMUS, EMS Name(s): Diaptomus",DIAMUS,Numeric,Biological,Count,,
85786 - Diaptomus franciscanus,"Common name: none, EMS Code(s): D.FRAN, EMS Name(s): Diaptomus franciscanus",D.FRAN,Numeric,Biological,Count,,
85789 - Diaptomus leptopus,"Common name: none, EMS Code(s): D.LEPT, EMS Name(s): Diaptomus leptopus",D.LEPT,Numeric,Biological,Count,,
85791 - Diaptomus pallidus,"Common name: none, EMS Code(s): D.PALL, EMS Name(s): Diaptomus pallidus",D.PALL,Numeric,Biological,Count,,
85792 - Diaptomus sicilis,"Common name: none, EMS Code(s): D.SICI, EMS Name(s): Diaptomus sicilis",D.SICI,Numeric,Biological,Count,,
85803 - Diaptomus hesperus,"Common name: none, EMS Code(s): D.HESP, EMS Name(s): Diaptomus hesperus",D.HESP,Numeric,Biological,Count,,
85816 - Diaptomus kenai,"Common name: none, EMS Code(s): D.KENA, EMS Name(s): Diaptomus kenai",D.KENA,Numeric,Biological,Count,,
85837 - Acanthodiaptomus denticornis,"Common name: none, EMS Code(s): ACANTH, EMS Name(s): Acanthodiaptomus denticornis",ACANTH,Numeric,Biological,Count,,
85838 - Leptodiaptomus,"Common name: none, EMS Code(s): LEPDIA, EMS Name(s): Leptodiaptomus",LEPDIA,Numeric,Biological,Count,,
85839 - Leptodiaptomus ashlandi,"Common name: none, EMS Code(s): L.ASHL, EMS Name(s): Leptodiaptomus ashlandi",L.ASHL,Numeric,Biological,Count,,
85840 - Diaptomus ashlandi,"Common name: none, EMS Code(s): D.ASHL, EMS Name(s): Diaptomus ashlandi",D.ASHL,Numeric,Biological,Count,,
85844 - Skistodiaptomus,"Common name: none, EMS Code(s): SKISTO, EMS Name(s): Skistodiaptomus",SKISTO,Numeric,Biological,Count,,
85845 - Skistodiaptomus oregonensis,"Common name: none, EMS Code(s): S.OREG, EMS Name(s): Skistodiaptomus oregonensis",S.OREG,Numeric,Biological,Count,,
85846 - Diaptomus oregonensis,"Common name: none, EMS Code(s): D.OREG, EMS Name(s): Diaptomus oregonensis",D.OREG,Numeric,Biological,Count,,
85855 - Temoridae,"Common name: none, EMS Code(s): TEMORI, EMS Name(s): Temoridae",TEMORI,Numeric,Biological,Count,,
85856 - Epischura,"Common name: none, EMS Code(s): EPISCH, EMS Name(s): Epischura",EPISCH,Numeric,Biological,Count,,
85881 - Heterocope,"Common name: none, EMS Code(s): HETCOP, EMS Name(s): Heterocope sp.",HETCOP,Numeric,Biological,Count,,
861 - Nostocales,"Common name: none, EMS Code(s): NOSTOC, OSCILL, UID NO, UID OS, EMS Name(s): Nostocales, Oscillatoriales, UID Nostocales, UID Oscillatoriales","NOSTOC, OSCILL, UID NO, UID OS",Numeric,Biological,Count,,
86110 - Harpacticoida,"Common name: none, EMS Code(s): HARPAC, UIDHAR, EMS Name(s): Harpacticoida, UID Harpacticoida","HARPAC, UIDHAR",Numeric,Biological,Count,,
870 - Lyngbya,"Common name: none, EMS Code(s): LYNGBY, L.LIMC, OSC/LY, EMS Name(s): Lyngbya, Lyngbya limnetica/contorta, Oscillatoria/Lyngbya","LYNGBY, L.LIMC, OSC/LY",Numeric,Biological,Count,,
8712 - Pleurotaenium,"Common name: none, EMS Code(s): PLEUTA, EMS Name(s): Pleurotaenium",PLEUTA,Numeric,Biological,Count,,
8750 - Hyalotheca,"Common name: none, EMS Code(s): HYALOT, EMS Name(s): Hyalotheca",HYALOT,Numeric,Biological,Count,,
8762 - Sphaerozosma,"Common name: none, EMS Code(s): SPHARZ, EMS Name(s): Sphaerozosma",SPHARZ,Numeric,Biological,Count,,
8779 - Actinotaenium,"Common name: none, EMS Code(s): ACTINT, EMS Name(s): Actinotaenium",ACTINT,Numeric,Biological,Count,,
88132 - Canthocamptidae,"Common name: none, EMS Code(s): CANTHO, EMS Name(s): Canthocamptidae",CANTHO,Numeric,Biological,Count,,
882 - Lyngbya contorta,"Common name: none, EMS Code(s): LYNCON, EMS Name(s): Lyngbya contorta",LYNCON,Numeric,Biological,Count,,
883 - Lyngbya birgei,"Common name: none, EMS Code(s): L.BIRG, EMS Name(s): Lyngbya birgei",L.BIRG,Numeric,Biological,Count,,
8836 - Bambusina,"Common name: none, EMS Code(s): BAMBUS, EMS Name(s): Bambusina",BAMBUS,Numeric,Biological,Count,,
8844 - Desmidium,"Common name: none, EMS Code(s): DESDIU, EMS Name(s): Desmidium",DESDIU,Numeric,Biological,Count,,
88530 - Cyclopoida,"Common name: none, EMS Code(s): CYCLOP, UID CC, EMS Name(s): Cyclopoida, UID Cyclopoida","CYCLOP, UID CC",Numeric,Biological,Count,,
88599 - Ergasilus,"Common name: none, EMS Code(s): ERGASI, EMS Name(s): Ergasilus",ERGASI,Numeric,Biological,Count,,
88634 - Cyclopidae,"Common name: none, EMS Code(s): UID CP, EMS Name(s): UID Cyclopoid",UID CP,Numeric,Biological,Count,,
88640 - Cyclops,"Common name: none, EMS Code(s): CYCLO, C.SCST, EMS Name(s): Cyclops, Cyclops scutifer/strenuous","CYCLO, C.SCST",Numeric,Biological,Count,,
88641 - Cyclops vernalis,"Common name: none, EMS Code(s): C.VERN, EMS Name(s): Cyclops vernalis",C.VERN,Numeric,Biological,Count,,
88646 - Cyclops bicuspidatus thomasi,"Common name: none, EMS Code(s): CBICUS, EMS Name(s): Cyclops bicuspidatus thomasi",CBICUS,Numeric,Biological,Count,,
88686 - Cyclops scutifer,"Common name: none, EMS Code(s): C.SCUT, EMS Name(s): Cyclops scutifer",C.SCUT,Numeric,Biological,Count,,
88687 - Cyclops strenuus,"Common name: none, EMS Code(s): C.STRE, EMS Name(s): Cyclops strenuus",C.STRE,Numeric,Biological,Count,,
88692 - Mesocyclops edax,"Common name: none, EMS Code(s): MESOCY, EMS Name(s): Mesocyclops edax",MESOCY,Numeric,Biological,Count,,
88719 - Eucyclops,"Common name: none, EMS Code(s): EUCYCL, EMS Name(s): Eucyclops",EUCYCL,Numeric,Biological,Count,,
88720 - Eucyclops agilis,"Common name: none, EMS Code(s): E.AGIL, EMS Name(s): Eucyclops agilis",E.AGIL,Numeric,Biological,Count,,
88722 - Eucyclops speratus,"Common name: none, EMS Code(s): E.SPER, EMS Name(s): Eucyclops speratus",E.SPER,Numeric,Biological,Count,,
88729 - Eucyclops serrulatus,"Common name: none, EMS Code(s): E.SERR, EMS Name(s): Eucyclops serrulatus",E.SERR,Numeric,Biological,Count,,
88732 - Paracyclops fimbriatus,"Common name: none, EMS Code(s): P.FIMB, EMS Name(s): Paracyclops fimbriatus",P.FIMB,Numeric,Biological,Count,,
88737 - Macrocyclops,"Common name: none, EMS Code(s): MACROC, EMS Name(s): Macrocyclops",MACROC,Numeric,Biological,Count,,
88738 - Macrocyclops albidus,"Common name: none, EMS Code(s): M.ALBI, EMS Name(s): Macrocyclops albidus",M.ALBI,Numeric,Biological,Count,,
88743 - Tropocyclops prasinus,"Common name: none, EMS Code(s): T.PARS, EMS Name(s): Tropocyclops parsinus",T.PARS,Numeric,Biological,Count,,
88755 - Orthocyclops,"Common name: none, EMS Code(s): ORTHCY, EMS Name(s): Orthocyclops",ORTHCY,Numeric,Biological,Count,,
88756 - Orthocyclops modestus,"Common name: none, EMS Code(s): O.MODE, EMS Name(s): Orthocyclops modestus",O.MODE,Numeric,Biological,Count,,
88757 - Microcyclops,"Common name: none, EMS Code(s): MICCYC, EMS Name(s): Microcyclops",MICCYC,Numeric,Biological,Count,,
88758 - Microcyclops varicans,"Common name: none, EMS Code(s): MICCYV, M.VARR, MICYVR, EMS Name(s): Microcyclops varicans, Microcyclops varicans rubellus, Microcyclops varicans rubellus (rubella and rubra)","MICCYV, M.VARR, MICYVR",Numeric,Biological,Count,,
88770 - Acanthocyclops vernalis,"Common name: none, EMS Code(s): ACAN.V, EMS Name(s): Acanthocyclops vernalis",ACAN.V,Numeric,Biological,Count,,
88773 - Cryptocyclops,"Common name: none, EMS Code(s): CRYPTG, EMS Name(s): Cryptocyclops",CRYPTG,Numeric,Biological,Count,,
88774 - Cryptocyclops bicolor,"Common name: none, EMS Code(s): CRYPTB, EMS Name(s): Cryptocyclops bicolor",CRYPTB,Numeric,Biological,Count,,
88775 - Diacyclops,"Common name: none, EMS Code(s): DIACYC, EMS Name(s): Diacyclops",DIACYC,Numeric,Biological,Count,,
88789 - Diacyclops thomasi,"Common name: none, EMS Code(s): D.THOM, EMS Name(s): Diacyclops thomasi",D.THOM,Numeric,Biological,Count,,
88796 - Ectocyclops,"Common name: none, EMS Code(s): E.CYCL, EMS Name(s): Ectocyclops sp.",E.CYCL,Numeric,Biological,Count,,
88797 - Ectocyclops phaleratus,"Common name: none, EMS Code(s): E.PHAL, EMS Name(s): Ectocyclops phaleratus",E.PHAL,Numeric,Biological,Count,,
8885 - Roya,"Common name: none, EMS Code(s): ROYA, EMS Name(s): Roya",ROYA,Numeric,Biological,Count,,
889 - Lyngbya epiphytica,"Common name: none, EMS Code(s): L.EPIP, EMS Name(s): Lyngbya epiphytica",L.EPIP,Numeric,Biological,Count,,
8895 - Cylindrocystis,"Common name: none, EMS Code(s): CYLIN, EMS Name(s): Cylindrocystis",CYLIN,Numeric,Biological,Count,,
8922 - Gonatozygon,"Common name: none, EMS Code(s): GONATO, EMS Name(s): Gonatozygon",GONATO,Numeric,Biological,Count,,
8937 - Netrium,"Common name: none, EMS Code(s): NETRIU, EMS Name(s): Netrium",NETRIU,Numeric,Biological,Count,,
894 - Lyngbya limnetica,"Common name: none, EMS Code(s): L.LIMN, LYNPHO, EMS Name(s): Lyngbya limnetica, Lyngbya limnetica/Phormidium mucicola","L.LIMN, LYNPHO",Numeric,Biological,Count,,
8957 - Oedogoniales,"Common name: none, EMS Code(s): OEDOGO, UID OE, EMS Name(s): Oedogoniales, UID Oedogoniales","OEDOGO, UID OE",Numeric,Biological,Count,,
895710 - Sperchontidae,"Common name: none, EMS Code(s): SPERCH, EMS Name(s): Sperchonidae",SPERCH,Numeric,Biological,Count,,
895807 - Panisus,"Common name: none, EMS Code(s): PANISU, EMS Name(s): Panisus",PANISU,Numeric,Biological,Count,,
895815 - Notopanisus,"Common name: none, EMS Code(s): NOTOP, EMS Name(s): Notopanisus",NOTOP,Numeric,Biological,Count,,
895840 - Parathyas,"Common name: none, EMS Code(s): THYAS, EMS Name(s): Thyas",THYAS,Numeric,Biological,Count,,
8959 - Oedogonium,"Common name: none, EMS Code(s): OEDIUM, OEDONI, EMS Name(s): Oedogonium, Oedonium","OEDIUM, OEDONI",Numeric,Biological,Count,,
89856 - Mysidae,"Common name: none, EMS Code(s): MYSDAE, EMS Name(s): Mysidae",MYSDAE,Numeric,Biological,Count,,
90041 - Mysis,"Common name: none, EMS Code(s): MYSIS, EMS Name(s): Mysis",MYSIS,Numeric,Biological,Count,,
90045 - Mysis relicta,"Common name: none, EMS Code(s): M.RELI, EMS Name(s): Mysis relicata",M.RELI,Numeric,Biological,Count,,
90059 - Neomysis mercedis,"Common name: none, EMS Code(s): N.MERI, EMS Name(s): Neomysis meriedis",N.MERI,Numeric,Biological,Count,,
906 - Microcoleus,"Common name: none, EMS Code(s): MCROCO, EMS Name(s): Microcoleus",MCROCO,Numeric,Biological,Count,,
9115 - Bulbochaete,"Common name: none, EMS Code(s): BULBOC, EMS Name(s): Bulbochaete",BULBOC,Numeric,Biological,Count,,
914169 - Neodermata,"Common name: none, EMS Code(s): CHAEMO, , EMS Name(s): Chaemosiphon, ","CHAEMO, ",Numeric,Biological,Count,,
9169 - Sphaerocystis,"Common name: none, EMS Code(s): SPHARO, EMS Name(s): Sphaerocystis",SPHARO,Numeric,Biological,Count,,
917 - Oscillatoria,"Common name: none, EMS Code(s): OSCIL, EMS Name(s): Oscillatoria",OSCIL,Numeric,Biological,Count,,
9170 - Sphaerocystis schroeteri,"Common name: none, EMS Code(s): S.SCHR, EMS Name(s): Sphaerocystis schroeteri",S.SCHR,Numeric,Biological,Count,,
9175 - Palmodictyon,"Common name: none, EMS Code(s): PALMOD, EMS Name(s): Palmodictyon",PALMOD,Numeric,Biological,Count,,
9187 - Tetraspora,"Common name: none, EMS Code(s): TETRA, EMS Name(s): Tetraspora",TETRA,Numeric,Biological,Count,,
9193 - Tetraspora lacustris,"Common name: none, EMS Code(s): T.LACU, EMS Name(s): Tetraspora lacustris",T.LACU,Numeric,Biological,Count,,
9198 - Schizochlamys,"Common name: none, EMS Code(s): SCHIZC, EMS Name(s): Schizochlamys",SCHIZC,Numeric,Biological,Count,,
92120 - Isopoda,"Common name: isopods, EMS Code(s): ISOPOD, EMS Name(s): Isopoda",ISOPOD,Numeric,Biological,Count,,
92657 - Asellidae,"Common name: none, EMS Code(s): ASELLI, EMS Name(s): Asellidae",ASELLI,Numeric,Biological,Count,,
