"Location ID","Name","Type","Comment","Country","State","County","Latitude","Longitude","Horizontal Datum","Horizontal Collection Method","Vertical Datum","Vertical Collection Method","Location Groups","Elevation","Elevation Unit","Standards","EA_Closed Date","EA_EMS When Created","EA_EMS When Updated","EA_EMS Who Created","EA_EMS Who Updated","EA_Established Date","EA_Well Tag ID"
"E208656","WADDINGTON CHANNEL - PACIFIC AQUA FOODS","Outfall","AT SEPTIC TANK Comments:   LEGAL DESCRIPTION: MARINE WATERS OF WADDINGTON CHANNEL EAST OF UNSURVEYED VACANT CROWN LAND COVERED BY APPLICATION UNDER MINISTRY OF CROWN LANDS FILE 2404115","","","","50.224566","-124.820105","","","","","8135","","","","","11/1/1996 10:46:52 AM","2/7/2023 11:16:16 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/24/1990",""
"E208670","HOMFRAY CHANNEL-F. VOLL PE-7769 SEPTIC TANK","Outfall","NOT CONSTRUCTED Comments:   LEGAL DESCRIPTION:  MARINE WATER APPROXIMATELY 3680 M SOUTH AND 1150 M EAST OF NORTHEAST CORNER OF LOT 1834, RANGE 1 COAST LAND DISTRICT","","","","50.271678","-124.62101","","","","","7769","","","","","11/1/1996 10:46:53 AM","2/7/2023 11:16:16 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/24/1990",""
"E208675","R. MORGAN ENTERPRISES (PE-06585) HOME AND CABIN","Outfall","AT SEPTIC TANK Comments:   FACTORS FROM FACTOR SUMMARY, 8.5.1 SEPTIC TANK EFFLUENT","","","","50.405673","-125.175133","","GOAT- 1:20,000 TRIM (NAD83)","","","6585","","","","","11/1/1996 10:46:53 AM","12/12/2006 1:15:12 PM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by SUSAN WOODBINE from 20 Lower Mainland, Surrey","5/24/1990",""
"E208676","BIG BAY- WHEELHOUSE SERVICES PR-6165 LANDFILL","Outfall","AT SEPTIC TANK Comments:   LEGAL DESCRIPTION: THE MARINE WATER OF BIG BAY WEST OF PCL. A, DL 1025 RANGE 1 COAST DISTRICT, PLAN D.D. 227031I, EXCEPT PLAN 12288","","","","50.392159","-125.133934","","","","","6165","","","","","11/1/1996 10:46:53 AM","2/7/2023 11:16:16 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/24/1990",""
"E208678","HOWE SOUND-CAMP FIRCOM-STAFF BUILDING-SOUTH","Tile Field","AT SEPTIC TANK Comments:   LEGAL DESCRIPTION: DISTRICT LOT 1533, GROUP 1, NEW WESTMINSTER DISTRICT","","","","49.445839","-123.335706","","","","","3755","","","","","11/1/1996 10:46:53 AM","2/7/2023 11:16:16 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/24/1990",""
"E208698","PHILLIPS ARM - LANDFILL","Landfill","N/A","","","","50.532300","-125.3499","","","","","4201","","","","","11/1/1996 10:46:55 AM","2/7/2023 11:16:16 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/25/1990",""
"E208779","KENT LANDFILL PR 2232 MONITORING WELL #1","Landfill","MONITORING WELL #1","","","","49.264710","-121.825536","","","","","2232","","","","","11/1/1996 10:47:00 AM","2/7/2023 11:16:17 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/31/1990",""
"E208780","KENT LANDFILL PR 2232 MONITORING WELL #2","Landfill","MONITORING WELL #2","","","","49.264710","-121.825536","","","","","2232","","","","","11/1/1996 10:47:00 AM","2/7/2023 11:16:17 AM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by  EMS from 20 Lower Mainland, Surrey","5/31/1990",""
"E208789","CITY OF CHILLIWACK (MR-101798) MW88B -2 GROUNDWATER WELL","Well","This well has been decommissioned upon development of the north expansion area. Entry date 20th August 2014.","","","","49.111300","-121.9292","","GOAT- orthoimagery (NAD83)","","","1822","","","","","11/1/1996 10:47:00 AM","8/20/2014 4:13:59 PM","Created by  EMS from 20 Lower Mainland, Surrey","Updated by David O'Malley from 20 Lower Mainland, Surrey","5/31/1990",""
"E208872","DIESEL GENERATOR #1","Stack","DIESEL EXHAUST STACK","","","","60.000000","-140","","","","","4625","","","","","11/1/1996 10:47:04 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/21/1990",""
"E208873","DIESEL GENERATOR #2","Stack","DIESEL EXHAUST STACK","","","","60.000000","-140","","","","","4625","","","","","11/1/1996 10:47:04 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/21/1990",""
"E208874","DIESEL GENERATOR #3","Stack","DIESEL EXHAUST STACK","","","","60.000000","-140","","","","","4625","","","","","11/1/1996 10:47:04 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/21/1990",""
"E208888","DEASE LAKE AIRPORT","Irrigation Spray/Sludge","INFIELD AREAS A AND B","","","","60.000000","-140","","","","","7066","","","","","11/1/1996 10:47:05 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/21/1990",""
"E208916","PINE TREE SERVICES","Seepage or Seepage Pools","SEEPAGE PITSEEPAGE PIT","","","","59.567778","-133.683611","","IMAP- 1:20,000 TRIM (NAD83)","","","5606","","","","","11/1/1996 10:47:06 AM","1/12/2009 11:14:54 AM","Created by  EMS from 60 Skeena","Updated by Jeannette Lough from 60 Skeena","6/25/1990",""
"E208918","REFUSE SITE GENERAL","Landfill","240 M E OF ALCAN RSILWAY BRIDGE OVER MOORE CREEK.240 M E OF ALCAN RSILWAY BRIDGE OVER MOORE CREEK.","","","","54.016800","-128.6995","","","","","2527","","","","","11/1/1996 10:47:06 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/25/1990",""
"E208919","ASBESTOS DUMP","Landfill","SEE SITE NAMESEE SITE NAME","","","","54.016800","-128.6995","","","","","2527","","","","","11/1/1996 10:47:06 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/25/1990",""
"E208920","LIME SLURRY PIT","Outfall","SEE SITE NAME","","","","54.044800","-128.696","","","","","2299","","","","","11/1/1996 10:47:06 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/25/1990",""
"E208961","CLOSED PINKUT CREEK LANDFILL","Landfill","Old closed landfill site for DFO camp and spawning channel refuse.","","","","54.419292","-125.42706","","Google Earth, Google Maps, or other Satellite Imagery","","","7158","","","","","11/1/1996 10:47:08 AM","1/22/2014 12:14:26 PM","Created by  EMS from 60 Skeena","Updated by Julia Kokelj from 60 Skeena","6/27/1990",""
"E208992","FISH MEAL DRYER; COOKER & PRESS VENT 4470","Stack","Discharge air contaminants from fin fish and shell fish processing plant  in Prince Rupert.  Maximum rate of discharge 483 m3 /min.  Cyclone, wet scrubber, fan, bleach injection, stack.  Permit amended in 2010, deleted gas fired boilers (E208999, E208998) Comments:   BLK 1,R.1,D.L.1992, RANGE 5, COAST DIST., CNR LEASE 10327 contaminants are of the nature originating from the operation of fish waste cooker and press","","","","54.289900","-130.3559","","GOAT- 1:20,000 TRIM (NAD83)","","","4470","","","","","11/1/1996 10:47:10 AM","6/9/2010 11:04:32 AM","Created by  EMS from 60 Skeena","Updated by Julia Kokelj from 60 Skeena","6/27/1990",""
"E209076","DISCHARGE FROM DUAL SEPTIC TANKS","Septic Tank","WATER USAGE RECORDS - USED TO ESTIMATE FLOW Comments:   LOTS 5, 6, AND 7 NORTH 1/2 OF BLK. A, DIST. LOT 370, PLAN 4601, RANGE 5, COAST DISTRICT","","","","60.000000","-140","","","","","3650","","","","","11/1/1996 10:47:15 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","6/28/1990",""
"E209135","USK REFUSE SITE","Landfill","Old landfill site located off highway 16 approximately 1 km east of Usk.Lat/long taken off aerial image from google earth.","","","","54.384426","-128.233893","","Differential Geographic Positioning System (NAD83)","","","7462","","","","","11/1/1996 10:47:18 AM","1/15/2009 1:57:52 PM","Created by  EMS from 60 Skeena","Updated by Brenda Black from 60 Skeena","7/3/1990",""
"E209138","ALCAN PRIMARY METAL - BC (PA-6884) WEST COKE CALCINER BLDG 553","Stack","BAGHOUSE DC-2BAGHOUSE DC-2","","","","50.000000","-120","","1:50,000 scale map","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209139","ALCAN PRIMARY METAL-BC (PA-6884) EAST COKE CALCINER BLDG 553","Stack","BAGHOUSE DC-3 STACKBAGHOUSE DC-3 STACK","","","","54.000000","-128","","1:50,000 scale map","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209140","COKE STORAGE SILO 564","Stack","BAGHOUSE DC-4BAGHOUSE DC-4","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209141","COKE STORAGE SILO 565","Stack","BAGHOUSE DC-6BAGHOUSE DC-6","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209142","COKE CONVEYOR TRANSFER BUILDING 565","Stack","BAGHOUSE DC-9BAGHOUSE DC-9","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:17 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209148","STUDHOLE PASTE BINS","Stack","BAGHOUSE DC-15BAGHOUSE DC-15","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209150","ALCAN PRIMARY METAL-BC(PA-6884) HAMMER MILL VENT BLDG 552","Stack","BAGHOUSE DC-16BAGHOUSE DC-16 Comments: SITE #12 WAS CLOSED AND DISASSOCIATED FROM WASTE, PER AUGUST 22, 2001 AMENDMENT TO PERMIT PA-6884.","","","","60.000000","-140","","1:20,000 scale map (Datum not known)","","","6884","","","","8/24/2001","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209152","ALCAN PRIMARY METAL-BC(PA-6884) FUME SCRUBBER #1","Stack","FC-1FC-1 Comments: SITE #14 WAS CLOSED AND DISASSOCIATED FROM WASTE, PER AUGUST 22, 2001 AMENDMENT TO PERMIT PA-6884.","","","","60.000000","-140","","1:20,000 scale map (Datum not known)","","","6884","","","","8/24/2001","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209153","ALCAN PRIMARY METAL-BC(PA-6884) FUME SCRUBBER #2","Stack","FC-2FC-2 Comments: SITE #15 WAS CLOSED AND DISASSOCIATED FROM WASTE, PER AUGUST 22, 2001 AMENDMENT TO PERMIT PA-6884.","","","","60.000000","-140","","1:20,000 scale map (Datum not known)","","","6884","","","","8/24/2001","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209154","PITCH TANK VENT","Stack","","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209155","PASTE BINS; CHUTES; ELEVATORS","Stack","VENTS FOR BINS, CHUTES, ELEVATORSVENTS FOR BINS, CHUTES, ELEVATORS","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:18 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209156","HTM HEATER VENTS","Stack","SEE SITE NAMESEE SITE NAME","","","","60.000000","-140","","","","","6884","","","","","11/1/1996 10:47:19 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/3/1990",""
"E209167","ALCAN SMELTERS (PA02552): RECTIFIER REPAIR; BLDG214","Stack","Hooded sandblasting chamber, fans, ducts, vent, and bagfilter ventilation stack for the Rectifier Repair building.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:19 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209168","ALCAN SMELTERS (PA02552): REFRACTORY MATERIALS SHOP; BLDG 124","Stack","REFRACTORY MATERIALS SHOP, BLDG 124VENT FROM BUILDING 124Total Particulate emissions.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:19 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209169","ALCAN SMELTERS (PA02552): POT REPAIR AND LINING BUILDING 226","Stack","Roof ventilator stacks from Pot Repair and Lining Building 226.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:19 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209170","ALCAN SMELTERS (PA02552): WHARF AND SHIP UNLOADING AREA","Stack","Wharf area and ship unloading area.2 Vacuum unloaders with bagfilters and clam-type crane (Kangaroo).","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209171","ALCAN SMELTERS (PA02552): WELDING (253); PAINTING (255); & FORGING (256)","Stack","3 STACKS FROM BUILDINGS 253, 255 & 256","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209172","ALCAN SMELTERS (PA02552) BUILDINGS 146A; 154; 156; 157; 163A & 164","Stack","7 Stacks associated with welding, painting, and carpentry shops.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209173","ALCAN SMELTERS (PA20552): LABORATORY BUILDINGS 115 AND 158","Stack","Miscellaneous stacks and vents from Laboratories: Buildings 115 & 158.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209174","ALCAN SMELTERS (PA02552): POTLINING AND SERVICE (136; 231; 234; 244 & 245)","Stack","Stacks (7) associated with the Potlining and Potroom Service Operations in buildings Studblast (136), Carbon Crushing (231), ShotBlast (234), Potlining Mix Plant (244), and Cathode Block Rodding (245). Comments: SITE CLOSED. KEN MAITLAND OF ALCAN SAID THE SOURCES WERE TAKEN OUT OF SERVICE IN OCTOBER 2000.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","9/20/2001","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209175","ALCAN SMELTERS (PA02552): RAW MATERIAL CONVEYING AND STORAGE SYSTEM","Stack","Stacks (120) associated with the raw material conveying and storage system.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209176","ALCAN SMELTERS (PA02552): STEAM PLANT BUILDING 295","Stack","Stack associated with natural gas fired boiler in building 295.","","","","54.000000","-128.6981","","1:50,000 scale map","","","2552","","","","","11/1/1996 10:47:20 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/4/1990",""
"E209226","SKIDEGATE BAND PR02467 SKIDEGATE MISSION","Landfill","located off of highway 16, approximately 1 km south of the Miller Creek subdivision. lat/long taken off aerial image from google earth.","","","","53.321984","-131.959386","","Differential Geographic Positioning System (NAD83)","","","2467","","","","","11/1/1996 10:47:22 AM","2/7/2023 11:16:18 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/6/1990",""
"E209327","SEWAGE COLLECTION SYSTEM DISCHARGE","Outfall"," Comments:   VENN PASSAGE, APPROX. 245 M SE OF MISSION POINT","","","","54.336420","-130.43896","","","","","5828","","","","","11/1/1996 10:47:28 AM","2/7/2023 11:16:19 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/12/1990",""
"E209328","SMELT DISSOLVING TANK SCRUBBER","Stack","","","","","54.040600","-128.70197","","","","","3083","","","","","11/1/1996 10:47:28 AM","2/7/2023 11:16:19 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/12/1990",""
"E209348","KITIMAT ARM 100 YARDS S OF BOUTFALL E103448","Marine","","","","","54.019400","-128.6978","","","","","1494","","","","","11/1/1996 10:47:29 AM","2/7/2023 11:16:19 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/15/1990",""
"E209349","KITIMAT ARM 800 YARDS S OF B OUTFALL E103448","Marine","","","","","54.019400","-128.6978","","","","","1494","","","","","11/1/1996 10:47:29 AM","2/7/2023 11:16:19 AM","Created by  EMS from 60 Skeena","Updated by  EMS from 60 Skeena","7/15/1990",""
"E209519","RA-15372: SALES GAS","In-Plant","SALES GAS","","","","56.539444","-121.65","","1:20,000 scale map (NAD27)","","","2802; 15372","","","","2/15/2006","11/1/1996 10:47:36 AM","2/15/2006 10:28:33 AM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Sarah McCullough from 70 Omineca-Peace, Prince George","7/24/1990",""
"E209520","RA-15372: FUEL GAS","In-Plant","FUEL GASLAT/LONG AN ESTIMATE - COULD NOT SEE EXACT LOCATION ON ORTHO PHOTO.","","","","56.539444","-121.65","","1:20,000 scale map (NAD27)","","","2802; 15372","","","","2/15/2006","11/1/1996 10:47:36 AM","2/15/2006 10:26:56 AM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Sarah McCullough from 70 Omineca-Peace, Prince George","7/24/1990",""
"E209521","RA-15372: INLET GAS","In-Plant","INLET GASLat/Long and estimate - could not see site on ortho photo.","","","","56.539444","-121.65","","1:20,000 scale map (NAD27)","","","2802; 15372","","","","2/15/2006","11/1/1996 10:47:36 AM","2/15/2006 10:27:38 AM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Sarah McCullough from 70 Omineca-Peace, Prince George","7/24/1990",""
"E209553","RA-15917: EMERGENCY FLARE PIT","Stack","EMERGENCY FLARE PIT","","","","56.746944","-121.28","","1:20,000 scale map (NAD27)","","","3451; 15917","","","","2/23/2006","11/1/1996 10:47:37 AM","2/23/2006 3:24:08 PM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Sarah McCullough from 70 Omineca-Peace, Prince George","7/24/1990",""
"E209559","PA-1644 MACKENZIE PULP BLEACH PLANT","Stack","exhaust stack","","","","55.290300","-123.1589","","1:50,000 scale map","","","1644","","","","","11/1/1996 10:47:37 AM","7/18/2006 9:16:42 AM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Lisa Barkowsky from 70 Omineca-Peace, Prince George","9/6/1990",""
"E209710","RA-15927: EMERGENCY FLARE PIT","In-Plant","EMERGENCY FLARE PIT","","","","56.356856","-120.135097","","1:20,000 scale map (NAD27)","","","1780; 15927","","","","2/15/2006","11/1/1996 10:47:46 AM","2/15/2006 11:40:27 AM","Created by  EMS from 70 Omineca-Peace, Prince George","Updated by Sarah McCullough from 70 Omineca-Peace, Prince George","8/3/1990",""
"E209753","CANFOR-CANAL FLATS (3028) SAWMILL DUST COLLECTION CYCLONE","Stack","","","","","50.154200","-115.8025","","GOAT- 1:20,000 TRIM (NAD83)","","","3028","","","","","11/1/1996 10:47:48 AM","6/4/2015 8:45:04 AM","Created by  EMS from 41 Kootenay, Cranbrook","Updated by Database Link for EMA from 41 Kootenay, Cranbrook","8/7/1990",""
"E209755","CANFOR-CANAL FLAT (3028) CHIP BIN CYCLONE","Stack","Air Emissions Discharge ","","","","50.154400","-115.8031","","GOAT- 1:20,000 TRIM (NAD83)","","","3028","","","","","11/1/1996 10:47:48 AM","6/4/2015 11:59:43 AM","Created by  EMS from 41 Kootenay, Cranbrook","Updated by Database Link for EMA from 41 Kootenay, Cranbrook","8/7/1990",""
