"permit_id","type","description"
106824,"Authorization","KSM MINING ULC"
112754,"Authorization","NA"
112524,"Authorization","CITY OF KIMBERLEY"
112760,"Authorization","NA"
113001,"Authorization","NA"
112949,"Authorization","NA"
112763,"Authorization","ZULU AGGREGATES INC."
113035,"Authorization","NA"
