"Code","Name","Scope","Type"
"111837","111837, SFJ INC. PILOT TRAVEL CENTERS LLC","Petroleum Storage","Authorization"
"111838","111838, SFJ INC. PILOT TRAVEL CENTERS LLC","Petroleum Storage","Authorization"
"111839","111839, SFJ INC. PILOT TRAVEL CENTERS LLC","Petroleum Storage","Authorization"
"111840","111840, FOUR RIVERS CO-OPERATIVE","Petroleum Storage","Authorization"
"111841","111841, Rob Regehr - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111842","111842, Rob Regehr - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111843","111843, Rob Regehr - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111846","111846, TOWN OF CRESTON","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111847","111847, WEST COAST FISHCULTURE (LOIS LAKE) LTD.","Aquaculture - Land-based Industry","Authorization"
"111848","111848, Kevin Curtis - DBA KEVIN CURTIS COMPOSTING KEVIN CURTIS COMPOSTING","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111849","111849, Kevin Curtis - DBA KEVIN CURTIS COMPOSTING KEVIN CURTIS COMPOSTING","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111850","111850, EVR OPERATIONS LIMITED","Petroleum Storage","Authorization"
"111855","111855, NEW GOLD INC.","Mining and Coal Mining Industry","Authorization"
"111856","111856, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111857","111857, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111858","111858, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111859","111859, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111860","111860, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111864","111864, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111865","111865, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111868","111868, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111869","111869, SWIFT ECO-WASTE MANAGEMENT INC.","Composting Operations","Authorization"
"111876","111876, THE CORPORATION OF THE DISTRICT OF SUMMERLAND","Composting Operations","Authorization"
"111877","111877, Brad Saprikin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111880","111880, Robert  Swaan - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111885","111885, KOOL COUNTRY TOWING & AUTO WRECKING LTD. KOOL COUNTRY TOWING","Vehicle Dismantling and Recycling Industry","Authorization"
"111897","111897, CHEVRON CANADA LTD",NA,"Authorization"
"111898","111898, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111903","111903, THE CORPORATION OF THE VILLAGE OF LUMBY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111905","111905, Matt Peterson - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111906","111906, AURORA TOWING & HEAVY HAUL LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"111907","111907, Ben Reimer - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"111909","111909, LNG CANADA DEVELOPMENT INC.","Oil and Natural Gas Industry - Large","Authorization"
"11191","11191, COLUMBIA SHUSWAP REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"111910","111910, SPG AUTO PARTS AND SERVICES INC SPG AUTO PARTS","Vehicle Dismantling and Recycling Industry","Authorization"
"111911","111911, COASTAL GASLINK PIPELINE LIMITED PARTNERSHIP",NA,"Authorization"
"111918","111918, THE ROC DOC VENTURES LTD. SCOTT CONTRACTING & EXCAVATING","Vehicle Dismantling and Recycling Industry","Authorization"
"111919","111919, M & K READY MIX INC. BEDROCK REDI-MIX","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"111920","111920, Kelly Hascarl - DBA","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"111924","111924, ASCOT RESOURCES LTD.","Mining and Coal Mining Industry","Authorization"
"111929","111929, REGIONAL DISTRICT OF OKANAGAN-SIMILKAMEEN","Composting Operations","Authorization"
"111930","111930, CONIFEX INC.","Burning or Incineration of Waste","Authorization"
"111934","111934, CHAMP'S FRESH FARMS INC.","Agricultural Operations","Authorization"
"111944","111944, Fahimullah Naebkhil - DBA","Vehicle Dismantling and Recycling Industry","Authorization"
"111947","111947, MACKINLEY-CLARK PAVING LTD.",NA,"Authorization"
"111954","111954, CANADIAN NATURAL RESOURCES LIMITED","Oil and Natural Gas Industry - Small","Authorization"
"11196","11196, ENVIRO DESORPTION INC.",NA,"Authorization"
"111960","111960, Pacific Canbriam Energy Limited",NA,"Authorization"
"111961","111961, OSISKO DEVELOPMENT CORP.","Petroleum Storage","Authorization"
"111966","111966, ENERPLUS CORPORATION",NA,"Authorization"
"111967","111967, GOAT RIVER FARMS LTD.","Poultry Processing IndustryCode of Practice for the Slaughter and Poultry Processing Industries","Authorization"
"111973","111973, FORTISBC ENERGY INC.",NA,"Authorization"
"111978","111978, WESTFOLIA GREENHOUSES INC.","Agricultural Operations","Authorization"
"111979","111979, CAMBIE CEDAR PRODUCTS LTD.","Industrial Non-hazardous Waste LandfillsCode of Practice for Industrial Non-Hazardous Waste Landfills Incidental to the Wood Processing Industry","Authorization"
"11198","11198, A.C. & E.J. BLACKWELL","Municipal Solid Waste Management","Authorization"
"111980","111980, FRASER VALLEY REGIONAL DISTRICT","Composting Operations","Authorization"
"111984","111984, ROSEDALE GREENHOUSES & FARM LTD.","Agricultural Operations","Authorization"
"111985","111985, Pacific Canbriam Energy Limited",NA,"Authorization"
"111988","111988, BLIND BAY RESORT, JAYDAN VENTURES INC.",NA,"Authorization"
"111989","111989, GROUND X SITE SERVICES LTD. GROUND X",NA,"Authorization"
"11199","11199, INTERNATIONAL FOREST PRODUCTS LIMITED",NA,"Authorization"
"111990","111990, 1447312 B.C. LTD. A&M AUTO WRECKING","Vehicle Dismantling and Recycling Industry","Authorization"
"111993","111993, WEST CREEK FARMS LTD. ","Commercial Waste Management or Waste Disposal Industry","Authorization"
"112000","112000, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112001","112001, MILLENIUM EARTHWORKS LTD.","Composting Operations","Authorization"
"112003","112003, Ledcor CMI Ltd. doing business as
LB LNG Constructors General Partnership",NA,"Authorization"
"112004","112004, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112005","112005, BRITISH COLUMBIA MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE","Contaminated Site Contaminant Management","Authorization"
"112007","112007, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112013","112013, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112014","112014, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112015","112015, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112018","112018, KIEWIT CONSTRUCTION SERVICES ULC","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112021","112021, CITY OF VERNON","Municipal Sewage Management","Authorization"
"112023","112023, ESKAY CREEK MINING LIMITED","Mining and Coal Mining Industry","Authorization"
"112024","112024, HUSKY CANADIAN PETROLEUM MARKETING PARTNERSHIP, BY ITS MANAGING PARTNER, CENOVUS ENERGY INC.","Contaminated Site Contaminant Management","Authorization"
"112026","112026, NEWCREST RED CHRIS MINING LIMITED","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112029","112029, ARROW TRANSPORTATION SYSTEMS INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"11203","11203, IISAAK FOREST RESOURCES LTD.","Wood Processing Industry - Primary","Authorization"
"112035","112035, PETRONAS ENERGY CANADA LTD.","Oil and Natural Gas Industry - Large","Authorization"
"112037","112037, PACIFIC CANBRIAM ENERGY LIMITED","Oil and Natural Gas Industry - Large","Authorization"
"112038","112038, FRASER VALLEY METAL RECYCLING INC. ABC RECYCLING","Vehicle Dismantling and Recycling Industry","Authorization"
"112039","112039, GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112042","112042, REGIONAL DISTRICT OF KITIMAT-STIKINE","Hazardous Waste Management","Authorization"
"112043","112043, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112044","112044, Joe Bifano - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112045","112045, Dale Jansen - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"11205","11205, MA-MOOK NATURAL RESOURCES LTD.","Wood Processing Industry - Primary","Authorization"
"112054","112054, PACIFIC CANBRIAM ENERGY LIMITED",NA,"Authorization"
"112057","112057, DEEP WATER RECOVERY LTD.",NA,"Authorization"
"112058","112058, DISTRICT OF INVERMERE","Composting Operations","Authorization"
"112060","112060, ARBIOS BIOTECH CANADA (GP 1) LTD. AND  ARBIOS BIOTECH CANADA (GP 2) LTD. ARBIOS BIOTECH CANADA LP","Chemical and Chemical Products Industry","Authorization"
"112061","112061, Tim Thickett - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112062","112062, Faye Hansinger - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112064","112064, FORTISBC ENERGY INC.","Oil and Natural Gas Industry - Large","Authorization"
"112065","112065, Pacific Woodtech Canada Holdings Limited doing business as
Pacific Woodtech Canada",NA,"Authorization"
"112067","112067, 650273 ALBERTA LIMITED CENTEX PETROLEUM","Petroleum Storage","Authorization"
"112077","112077, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112079","112079, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112081","112081, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112086","112086, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112087","112087, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112089","112089, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112090","112090, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112094","112094, POWELL RIVER, CITY OF","Municipal Sewage Management","Authorization"
"11210","11210, SARDIS EXPLOSIVES (2000) LTD.","Asphalt Plant Industry","Authorization"
"112107","112107, PIPER FARMS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112108","112108, PIPER FARMS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112111","112111, SKEENA RESOURCES LIMITED","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112112","112112, EVR OPERATIONS LIMITED","Mining and Coal Mining Industry","Authorization"
"112114","112114, DISTRICT OF KITIMAT","Composting Operations","Authorization"
"112120","112120, SYLVIS ENVIRONMENTAL SERVICES INC.","Composting Operations","Authorization"
"112122","112122, WALDY PONICH - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112125","112125, Society for Making Agriculture Sustainable in the Hazeltons doing business as
MASH",NA,"Authorization"
"112134","112134, KIEWIT CONSTRUCTION SERVICES ULC","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112141","112141, LNG CANADA DEVELOPMENT INC.","Oil and Natural Gas Industry - Large","Authorization"
"112142","112142, Jeremy Makaroff - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112143","112143, Robert Donaldson - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112146","112146, G.T. FARMS LTD.",NA,"Authorization"
"112149","112149, Andrea Kreeger - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112151","112151, COASTAL GASLINK PIPELINE LTD.",NA,"Authorization"
"112153","112153, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112157","112157, Loni Chernenkov - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112158","112158, Alisha Pitt - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112159","112159, Henrica Hanegraaf - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112160","112160, Dennis Graham - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112161","112161, UPLAND EXCAVATING LTD.","Hazardous Waste Management","Authorization"
"112168","112168, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112169","112169, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"11217","11217, RMC READY-MIX LTD.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112170","112170, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112178","112178, ARC RESOURCES LTD.","Oil and Natural Gas Industry - Large","Authorization"
"112179","112179, MACKINLEY-CLARK PAVING LTD.","Asphalt Plant Industry","Authorization"
"112184","112184, RIVER RANCH CATTLE COMPANY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112185","112185, SYLVIS ENVIRONMENTAL SERVICES INC.","Composting Operations","Authorization"
"112187","112187, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112188","112188, Steve Parsons - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112189","112189, Daniel  Perverzoff - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112190","112190, Abe Stobbe - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112191","112191, PACIFIC COAST RENEWABLES CORP.","Composting Operations","Authorization"
"112192","112192, RESSOURCES BIONERA INC. / BIONERA RESOURCES INC. RAMO WESTERN DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112193","112193, Shawn West - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112194","112194, RESSOURCES BIONERA INC. / BIONERA RESOURCES INC. RAMO WESTERN DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112197","112197, James Smith - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112198","112198, HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112199","112199, Bob Herring - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112200","112200, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112201","112201, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112202","112202, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112203","112203, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112205","112205, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112206","112206, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112207","112207, TOWN OF CRESTON","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112208","112208, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112210","112210, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112211","112211, MILLAR WESTERN FOREST PRODUCTS LTD.  QUESNEL RIVER PULP DIVISION","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112212","112212, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112218","112218, REGIONAL DISTRICT OF KITIMAT-STIKINE","Hazardous Waste Management","Authorization"
"112229","112229, Baqua Land Incorporated","Fruit and Vegetable Processing Industry","Authorization"
"112234","112234, RIVER RANCH CATTLE COMPANY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112236","112236, WEST FRASER MILLS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112240","112240, WEST FRASER MILLS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112241","112241, Rose Gentles - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112243","112243, Nicholas Girardo - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112244","112244, Laura Lee Miller - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112246","112246, Bruce Vander Wyk - DBA , FRASER VALLEY RENEWABLES",NA,"Authorization"
"112249","112249, REGIONAL DISTRICT OF EAST KOOTENAY","Hazardous Waste Management","Authorization"
"112250","112250, REGIONAL DISTRICT OF EAST KOOTENAY","Hazardous Waste Management","Authorization"
"112252","112252, REGIONAL DISTRICT OF EAST KOOTENAY","Hazardous Waste Management","Authorization"
"112253","112253, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112268","112268, ALLEN'S SCRAP & SALVAGE (2021) LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"112270","112270, SNOWWATER HELI-SKIING INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112274","112274, SYLVIS ENVIRONMENTAL SERVICES INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112275","112275, SYLVIS Environmental Services Inc.",NA,"Authorization"
"112284","112284, CONUMA MINING SERVICES LIMITED","Mining and Coal Mining Industry","Authorization"
"112285","112285, NEWCREST RED CHRIS MINING LIMITED","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112294","112294, THE CITY OF DAWSON CREEK","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112295","112295, CITY OF DAWSON CREEK","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112297","112297, Chad Johnson - DBA JOHNSON FARMS JOHNSON FARMS","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112298","112298, MASSIE FARMS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112300","112300, ARROW TRANSPORTATION SYSTEMS INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112302","112302, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112307","112307, CARRIER LUMBER LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112309","112309, SYLVIS Environmental Services Inc.",NA,"Authorization"
"112310","112310, WEST FRASER MILLS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112317","112317, BUTLER CONCRETE & AGGREGATE LTD.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112331","112331, ROYAL FRUIT PACKERS INC.","Fruit and Vegetable Processing Industry","Authorization"
"112336","112336, ESKAY CREEK MINING LIMITED","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112341","112341, Jenny Coleshill - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112345","112345, BUTLER CONCRETE & AGGREGATE LTD.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112348","112348, PARK LANE RIVER DISTRICT DEVELOPMENTS LTD.","Wood Treatment Industry","Authorization"
"112349","112349, Robert Swaan",NA,"Authorization"
"112351","112351, THE NELSON AND FORT SHEPPARD RAILWAY CORPORATION","Petroleum Storage","Authorization"
"112352","112352, LHTAKO GAS AND CONVENIENCE STORE LTD.","Contaminated Site Contaminant Management","Authorization"
"112357","112357, ARC RESOURCES LTD.","Oil and Natural Gas Industry - Large","Authorization"
"112359","112359, LNG CANADA DEVELOPMENT INC.","Petroleum Storage","Authorization"
"112362","112362, JAN AUTO GROUPS LTD. JAN AUTO WRECKING",NA,"Authorization"
"112369","112369, Ritch Rappel - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112370","112370, Wendel Befus - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112372","112372, ROYALTY EQUIPMENT AND SALES LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"112373","112373, CHRISTINA LAKE CANNABIS CORP.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112375","112375, DRAGADOS CANADA, INC. SKYLINK GUIDEWAY PARTNERS GENERAL PARTNERSHIP","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112381","112381, Kevin  Mammel - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112383","112383, FANNY BAY AQUAFARMS LTD.",NA,"Authorization"
"112384","112384, WEST KOOTENAY RECREATIONAL DIRT BIKE AND ATV SOCIETY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112385","112385, Brad Martin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112390","112390, BRITISH COLUMBIA HYDRO AND POWER AUTHORITY BC HYDRO","Aquaculture - Land-based Industry","Authorization"
"112392","112392, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"112395","112395, B & E AUTO RECYCLING LTD.",NA,"Authorization"
"112398","112398, HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112400","112400, RANDHAWA FARMS LTD.","Agricultural Operations","Authorization"
"112402","112402, ALBERNI DISTRICT CO-OPERATIVE ASSOCIATION ALBERNI CO-OP","Petroleum Storage","Authorization"
"112403","112403, ADVANTAGE OIL & GAS LTD.",NA,"Authorization"
"112406","112406, YOHO RESOURCES INC.",NA,"Authorization"
"112408","112408, WEST K CONCRETE LTD.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"112409","112409, MSG VEHICLE WHOLESALE LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"112418","112418, West Fraser Mills Ltd. doing business as
Pacific Inland Resources, a Division of West Fraser Mills Ltd.",NA,"Authorization"
"112423","112423, ARC RESOURCES LTD.",NA,"Authorization"
"112428","112428, ALIZABI AUTO LTD.",NA,"Authorization"
"112431","112431, JAMIESON CREEK CATTLE COMPANY LTD","Composting Operations","Authorization"
"112434","112434, LAFARGE CANADA INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112435","112435, FORTISBC ENERGY INC.",NA,"Authorization"
"112436","112436, OCEANCYCLE FISH COMPOST LTD.","Composting Operations","Authorization"
"112437","112437, EVR OPERATIONS LIMITED","Petroleum Storage","Authorization"
"11244","11244, FJM BUTZE BAY GP LTD.","Wood Processing Industry - Primary","Authorization"
"112446","112446, 1519685 B.C. LTD.",NA,"Authorization"
"112454","112454, KLUANE FARMS LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"11246","11246, CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM","Wood Processing Industry - Primary","Authorization"
"112486","112486, GFL Environmental Inc.",NA,"Authorization"
"112488","112488, VILLAGE OF CHASE","Municipal Sewage Management","Authorization"
"112491","112491, ABBYCEL SUBSTRATE LTD.","Composting Operations","Authorization"
"112492","112492, ARROW TRANSPORTATION SYSTEMS INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112494","112494, LNG Canada Development Inc.",NA,"Authorization"
"112501","112501, BRAR BROS. TIRE LTD.  BRAR BROS. AUTO RECYCLING & TOWING","Vehicle Dismantling and Recycling Industry","Authorization"
"112509","112509, PRINCETON STOCK RANCH LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112516","112516, NEELS NURSERIES LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112517","112517, METRO VANCOUVER REGIONAL DISTRICT","Petroleum Storage","Authorization"
"112520","112520, TOURMALINE OIL CORP.","Oil and Natural Gas Industry - Small","Authorization"
"112522","112522, OKANAGAN SUNSHINE FRUIT PACKERS LTD.","Fruit and Vegetable Processing Industry","Authorization"
"112523","112523, Ahmed El Sayed - DBA","Vehicle Dismantling and Recycling Industry","Authorization"
"112524","112524, CITY OF KIMBERLEY","Municipal Sewage Management","Authorization"
"112535","112535, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112536","112536, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112537","112537, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112538","112538, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112539","112539, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112540","112540, GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT METRO VANCOUVER","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112546","112546, Dillon  Burgess - DBA","Composting Operations","Authorization"
"112552","112552, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"112554","112554, ATLANTIC POWER PREFERRED EQUITY LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
