"Medium"
"Air - Dichotomous"
"Air - Dustfall"
"Air - Emission"
"Air - Fluoridation Plate"
"Air - HiVol"
"Air - HiVol Selective Size Inlet"
"Air - LoVol"
"Air - Other"
"Air - PUF"
"Air - Stack"
"Air - Sulfation Plate"
"Air - Unknown"
"Animal - Benthic Invertebrates"
"Animal - Fish"
"Animal - Other"
"Animal - Unknown"
"Animal - Zooplankton"
"Plant - Aquatic Macrophytes"
"Plant - Other"
"Plant - Periphyton"
"Plant - Phytoplankton"
"Plant - Terrestrial"
"Plant - Unknown"
"Solids - Biosolids"
"Solids - Bottom Sediment"
"Solids - Fly or Grate Ash"
"Solids - Other"
"Solids - Refuse"
"Solids - Sludge"
"Solids - Soil"
"Solids - Unknown"
"Water - Brackish"
"Water - Fresh"
"Water - Ground"
"Water - Leachate"
"Water - Marine"
"Water - Other"
"Water - Precipitation"
"Water - Storm"
"Water - Surface Film"
"Water - Unknown"
"Water - Waste"
